Year Phase,Typical Months,Role,Role Key,Workspace,Section,Feature,Feature Key,Data Scope,Tier,Built,Screen,When Used,Depends On,Feeds Into,Acts Before (role),Hands Off To (role),Approved By,Notifies,Handoff Chain,Also Held By,What The User Does
09 Communication,Apr-Mar,Parent / Guardian,parent,School,School Life,PTM Appointment Reminder Alert,parent.school_life.ptm_appointment_reminder_alert,children,core,yes,PTMReminders,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,Receive push notification reminders 15 minutes before scheduled virtual or physical PTM slot.
09 Communication,Apr-Mar,Parent / Guardian,parent,School,School Life,Parent-Teacher Meeting Booking,parent.school_life.parent_teacher_meeting_booking,children,core,yes,PTM,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,Select available PTM time slots to meet subject teachers without queueing.
09 Communication,Apr-Mar,Parent / Guardian,parent,School,School Life,School Photo & Video Gallery,parent.school_life.school_photo_video_gallery,children,core,yes,Gallery,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"View high-resolution photos and videos from school sports day, annual day, and events."
09 Communication,Apr-Mar,Super Admin,super_admin,Platform Setup,Messaging,Automated Trigger Rules,super_admin.messaging.automated_trigger_rules,platform,core,yes,TriggerRules,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"Set trigger conditions for instant automated notifications on absence, fee due, or bus delay."
09 Communication,Apr-Mar,Super Admin,super_admin,Platform Setup,Messaging,Email Server (SMTP) Integration,super_admin.messaging.email_server_smtp_integration,platform,core,yes,EmailServer,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"Configure SMTP credentials, send grid settings, DKIM/SPF verification, and email dispatch logs."
09 Communication,Apr-Mar,Super Admin,super_admin,Platform Setup,Messaging,SMS Gateway Integration,super_admin.messaging.sms_gateway_integration,platform,core,yes,SmsGateway,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"Configure gateway API credentials, sender IDs, DLTI templates, and SMS delivery logs."
09 Communication,Apr-Mar,Super Admin,super_admin,Platform Setup,Messaging,WhatsApp API Integration,super_admin.messaging.whatsapp_api_integration,platform,core,yes,WhatsAppApi,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"Connect WhatsApp Business API, manage template approvals, automated triggers, and delivery logs."
10 Operations,Apr-Mar,Admissions & Front Office,admissions,Front Desk,Gate Security,Emergency Gate Lockout,admissions.gate_security.emergency_gate_lockout,institution,optional,yes,FrontDesk,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,Trigger gate security alerts for unapproved exits or blacklisted visitors.
10 Operations,Apr-Mar,Admissions & Front Office,admissions,Front Desk,Gate Security,Gate RFID Entry Management,admissions.gate_security.gate_rfid_entry_management,institution,optional,no,,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,Monitor real-time student/staff gate scans for late arrivals or early departures.
10 Operations,Apr-Mar,Admissions & Front Office,admissions,Front Desk,Office Log,Front Office Calls Register,admissions.office_log.front_office_calls_register,institution,core,yes,FrontDesk,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,"Maintain daily telephone call logs, caller identity, inquiry nature, and message forwarding."
10 Operations,Apr-Mar,Admissions & Front Office,admissions,Front Desk,Office Log,Postal & Courier Log,admissions.office_log.postal_courier_log,institution,core,yes,FrontDesk,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,"Record inbound and outbound official mail, courier tracking numbers, recipient, and handover status."
10 Operations,Apr-Mar,Admissions & Front Office,admissions,Front Desk,Visitors,Parent Appointment Booking,admissions.visitors.parent_appointment_booking,institution,core,yes,FrontDesk,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,Schedule formal parent meetings with staff/admin to prevent unscheduled office crowding.
10 Operations,Apr-Mar,Admissions & Front Office,admissions,Front Desk,Visitors,Visitor Checkout Tracking,admissions.visitors.visitor_checkout_tracking,institution,core,yes,FrontDesk,Continuous; procurement concentrated Dec-Feb for the coming year,"Year setup and enrolment: who is on the route, in the hostel, holding the book","Transport and hostel fee heads, inventory issue, health records",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,Scan visitor barcode or log exit time to ensure no unauthorized visitors remain on campus.
